Title,Description,ShortDetails,Identifiers,EntrezUID
PIK3CA Somatic Mutation Status in Relation to Patient and Tumor Factors in Racial/Ethnic Minorities with Colorectal Cancer.,"Phipps AI, Ahnen DJ, Cheng I, Newcomb PA, Win AK, Burnett T.",Cancer Epidemiol Biomarkers Prev.  2015,PMID:25994739 | PMCID:PMC4490937,25994739
Location of colon cancer (right-sided versus left-sided) as a prognostic factor and a predictor of benefit from cetuximab in NCIC CO.17.,"Brulé SY, Jonker DJ, Karapetis CS, O'Callaghan CJ, Moore MJ, Wong R, Tebbutt NC, Underhill C, Yip D, Zalcberg JR, Tu D, Goodwin RA.",Eur J Cancer.  2015,PMID:25979833,25979833
Intraoperative indocyanine green fluorescence angiography--an objective evaluation of anastomotic perfusion in colorectal surgery.,"Protyniak B, Dinallo AM, Boyan WP Jr, Dressner RM, Arvanitis ML.",Am Surg.  2015,PMID:26031270,26031270
Prospective Swiss pilot study of Endocuff-assisted colonoscopy in a screening population.,"Sawatzki M, Meyenberger C, Marbet UA, Haarer J, Frei R.",Endosc Int Open.  2015,PMID:26171436 | PMCID:PMC4486025,26171436
Combination effect of regulatory T-cell depletion and ionizing radiation in mouse models of lung and colon cancer.,"Son CH, Bae JH, Shin DY, Lee HR, Jo WS, Yang K, Park YS.",Int J Radiat Oncol Biol Phys.  2015,PMID:25754628,25754628
[Epidemiology of colorectal cancer].,"Bouvier AM, Launoy G.",Rev Prat.  2015,PMID:26298897,26298897
Sex- and gender-specific disparities in colorectal cancer risk.,"Kim SE, Paik HY, Yoon H, Lee JE, Kim N, Sung MK.",World J Gastroenterol.  2015,PMID:25954090 | PMCID:PMC4419057,25954090
Screening for colorectal cancer in Italy: 2011-2012 survey.,"Zorzi M, Mangone L, Sassatelli R, Baracco S, Budroni M, Castaing M, Cirilli C, Cusimano R, Fusco M, Giacomin A, Giorgi Rossi P, Naldoni C, Pannozzo F, Piffer S, Puppo A, Tisano F, Zappa M; IMPATTO COLONRETTO working group..",Epidemiol Prev.  2015,PMID:26405783,26405783
Transanal total mesorectal excision (taTME) for cancer located in the lower rectum: short- and mid-term results.,"Muratore A, Mellano A, Marsanic P, De Simone M.",Eur J Surg Oncol.  2015,PMID:25633642,25633642
Aberrant P53 expression lacks prognostic or predictive significance in colorectal cancer: results from the VICTOR trial.,"McGregor MJ, Fadhil W, Wharton R, Yanagisawa Y, Presz M, Pritchard A, Womack C, Dutton S, Kerr RS, Kerr DJ, Johnstone EC, Ilyas M.",Anticancer Res.  2015,PMID:25750322,25750322
Screening for colorectal cancer in African Americans: determinants and rationale for an earlier age to commence screening.,Carethers JM.,Dig Dis Sci.  2015,PMID:25540085 | PMCID:PMC4369177,25540085
Lymph node yield after colectomy for cancer: is absence of mismatch repair a factor?,"Samdani T, Schultheis M, Stadler Z, Shia J, Fancher T, Misholy J, Weiser MR, Nash GM.",Dis Colon Rectum.  2015,PMID:25664706 | PMCID:PMC4510985,25664706
Is right-sided colon cancer different to left-sided colorectal cancer? - a systematic review.,"Lee GH, Malietzis G, Askari A, Bernardo D, Al-Hassi HO, Clark SK.",Eur J Surg Oncol.  2015,PMID:25468456,25468456
Primary tumor location as a prognostic factor in metastatic colorectal cancer.,"Loupakis F, Yang D, Yau L, Feng S, Cremolini C, Zhang W, Maus MK, Antoniotti C, Langer C, Scherer SJ, Müller T, Hurwitz HI, Saltz L, Falcone A, Lenz HJ.",J Natl Cancer Inst.  2015,PMID:25713148 | PMCID:PMC4565528,25713148
Metachronous metastases from colorectal cancer: a population-based study in North-East Netherlands.,"Elferink MA, de Jong KP, Klaase JM, Siemerink EJ, de Wilt JH.",Int J Colorectal Dis.  2015,PMID:25503801,25503801
Outcome of laparoscopic versus open resection for rectal cancer in elderly patients.,"Zeng WG, Zhou ZX, Hou HR, Liang JW, Zhou HT, Wang Z, Zhang XM, Hu JJ.",J Surg Res.  2015,PMID:25214259,25214259
Prognostic factors of surgically-treated patients with cancer of the right colon: a ten years' experience of a single universitary institution.,"Nahas SC, Nahas CS, Bustamante-Lopez LA, Pinto RA, Marques CF, Campos FG, Ceconello I.",Arq Bras Cir Dig.  2015,PMID:25861059 | PMCID:PMC4739258,25861059
"Colorectal Cancer Patient Characteristics, Treatment and Survival in Oman--a Single Center Study.","Kumar S, Burney IA, Zahid KF, D Souza PC, Belushi MA, Mufti TD, Meki WA, Furrukh M, Moundhri MS.",Asian Pac J Cancer Prev.  2015,PMID:26163603,26163603
The Prognosis of Patients with Liver Metastases from Colorectal Cancer still Depends on Anatomical Presentation more than on Treatments.,"Gobbi PG, Rossi S, Comelli M, Ravetta V, Rosa LL, Brugnatelli S, Corbella F, Delfanti S, Abumalouh I, Dionigi P.",Curr Cancer Drug Targets.  2015,PMID:26282549,26282549
Colorectal cancer in aged patients. Toward the routine treatment through laparoscopic surgical approach.,"Vecchio R, Marchese S, Famoso S, La Corte F, Marletta S, Leanza G, Zanghì G, Leanza V, Intagliata E.",G Chir.  2015,PMID:25827663 | PMCID:PMC4396668,25827663
Perfusion assessment in laparoscopic left-sided/anterior resection (PILLAR II): a multi-institutional study.,"Jafari MD, Wexner SD, Martz JE, McLemore EC, Margolin DA, Sherwinter DA, Lee SW, Senagore AJ, Phelan MJ, Stamos MJ.",J Am Coll Surg.  2015,PMID:25451666,25451666
[Epinephros metastasis of colorectal cancer complicated by tumor thrombosis of inferior vena cava].,"Vishnevskiĭ AV, Andreĭtseva OI, Kharazov AF, Gritsiuta AI, Kalinin DV, Zhavoronkova OI.",Khirurgiia (Mosk).  2015,PMID:25909557,25909557
Needlescopic surgery for left-sided colorectal cancer.,"Mukai T, Fukunaga Y, Ueno M, Nagayama S, Fujimoto Y, Konishi T, Akiyoshi T, Ono R, Yamaguchi T.",Int J Colorectal Dis.  2014,PMID:25223626,25223626
"Robotic rectal resection for cancer: a prospective cohort study to analyze surgical, clinical and oncological outcomes.","Parisi A, Desiderio J, Trastulli S, Cirocchi R, Ricci F, Farinacci F, Mangia A, Boselli C, Noya G, Filippini A, D'Andrea V, Santoro A.",Int J Surg.  2014,PMID:25463766,25463766
Single-incision versus conventional multiport laparoscopic colorectal surgery-systematic review and pooled analysis.,"Markar SR, Wiggins T, Penna M, Paraskeva P.",J Gastrointest Surg.  2014,PMID:25217093,25217093
[Outcomes evaluation of laparoscopic radical coloproctectomy and hepatectomy for resectable colorectal cancer with liver metastases].,"Yao H, Xiu D, Fu W, Sun T, Jiang B, Ma C, Yuan C, Yuan J, Wang D.",Zhonghua Wai Ke Za Zhi.  2014,PMID:25622583,25622583
[A case of Stage IV gastric cancer was successfully treated with multi combination chemotherapy with S-1].,"Ami K, Gokita K, Kawai Y, Matsunaga Y, Fujiya K, Ohshima N, Amagasa H, Ganno H, Imai K, Fukuda A, Nagahama T, Ando M, Okada Y, Akita H, Tei S, Yamada Y, Takagi M, Kodaka F, Arai K.",Gan To Kagaku Ryoho.  2014,PMID:25731517,25731517
"Distal and proximal colon cancers differ in terms of molecular, pathological, and clinical features.","Missiaglia E, Jacobs B, D'Ario G, Di Narzo AF, Soneson C, Budinska E, Popovici V, Vecchione L, Gerster S, Yan P, Roth AD, Klingbiel D, Bosman FT, Delorenzi M, Tejpar S.",Ann Oncol.  2014,PMID:25057166,25057166
Colonoscopy reduced distal colorectal cancer risk and excess cancer risk associated with family history.,"Morois S, Cottet V, Racine A, Clavel-Chapelon F, Carbonnel F, Bastide N, Boutron-Ruault MC.",Cancer Causes Control.  2014,PMID:25048603,25048603
Long-term outcome of stenting as a bridge to surgery for acute left-sided malignant colonic obstruction.,"Quereshy FA, Poon JT, Law WL.",Colorectal Dis.  2014,PMID:24836397,24836397
Dynamic article: surgical anatomical planes for complete mesocolic excision and applied vascular anatomy of the right colon.,"Açar Hİ, Cömert A, Avşar A, Çelik S, Kuzu MA.",Dis Colon Rectum.  2014,PMID:25203372,25203372
Adjuvant chemotherapy outcomes in patients over 65 years with early stage colorectal carcinoma.,"Civelek B, Aksoy S, Sendur MA, Yazici O, Kanmaz H, Kos FT, Yildirim N, Uncu D, Zengin N.",J BUON.  2014,PMID:25536594,25536594
Impact of splenic flexure mobilization on short-term outcomes after laparoscopic left colectomy for colorectal cancer.,"Gouvas N, Gogos-Pappas G, Tsimogiannis K, Agalianos C, Tsimoyiannis E, Dervenis C, Xynos E.",Surg Laparosc Endosc Percutan Tech.  2014,PMID:24710257,24710257
Technical tips for intersphincteric resection: how to take out the rectum.,"Akagi Y, Kinugasa T, Oka Y, Mizobe T, Yoshida T, Shirouzu K.",Surg Today.  2014,PMID:24162755,24162755
Epigenetic inactivation of the novel candidate tumor suppressor gene ITIH5 in colon cancer predicts unfavorable overall survival in the CpG island methylator phenotype.,"Kloten V, Rose M, Kaspar S, von Stillfried S, Knüchel R, Dahl E.",Epigenetics.  2014,PMID:25093535 | PMCID:PMC4169021,25093535
Individual- and neighborhood-level predictors of mortality in Florida colorectal cancer patients.,"Tannenbaum SL, Hernandez M, Zheng DD, Sussman DA, Lee DJ.",PLoS One.  2014,PMID:25170910 | PMCID:PMC4149543,25170910
Severe splenic rupture after colorectal endoscopic submucosal dissection.,"Herreros de Tejada A, Giménez-Alvira L, Van den Brule E, Sánchez-Yuste R, Matallanos P, Blázquez E, Calleja JL, Abreu LE.",World J Gastroenterol.  2014,PMID:25071360 | PMCID:PMC4110597,25071360
Podocalyxin is a marker of poor prognosis in colorectal cancer.,"Kaprio T, Fermér C, Hagström J, Mustonen H, Böckelman C, Nilsson O, Haglund C.",BMC Cancer.  2014,PMID:25004863 | PMCID:PMC4226963,25004863
[Current evidence for laparoscopic surgery of colonic cancer].,"Schwenk W, Neudecker J, Haase O.",Chirurg.  2014,PMID:24906875,24906875
Short- and long-term results of laparoscopic surgery for transverse colon cancer.,"Hirasaki Y, Fukunaga M, Sugano M, Nagakari K, Yoshikawa S, Ouchi M.",Surg Today.  2014,PMID:23934542,23934542
Temporal trends in the leading causes of death among a large national cohort of patients with colorectal cancer from 1975 to 2009 in the United States.,"Tong L, Ahn C, Symanski E, Lai D, Du XL.",Ann Epidemiol.  2014,PMID:24529646,24529646
Adjuvant chemotherapy for stage II right-sided and left-sided colon cancer: analysis of SEER-medicare data.,"Weiss JM, Schumacher J, Allen GO, Neuman H, Lange EO, Loconte NK, Greenberg CC, Smith MA.",Ann Surg Oncol.  2014,PMID:24643898 | PMCID:PMC4016118,24643898
KRAS codon 12 and 13 mutations in relation to disease-free survival in BRAF-wild-type stage III colon cancers from an adjuvant chemotherapy trial (N0147 alliance).,"Yoon HH, Tougeron D, Shi Q, Alberts SR, Mahoney MR, Nelson GD, Nair SG, Thibodeau SN, Goldberg RM, Sargent DJ, Sinicrope FA; Alliance for Clinical Trials in Oncology..",Clin Cancer Res.  2014,PMID:24687927 | PMCID:PMC4040326,24687927
Neo-adjuvant chemoradiotherapy and multivisceral resection to optimize R0 resection of locally recurrent adherent colon cancer.,"Hallet J, Zih FS, Lemke M, Milot L, Smith AJ, Wong CS.",Eur J Surg Oncol.  2014,PMID:24534363,24534363
[Psoas abscess as a differential diagnosis in emergency department].,"Vicente-Ruiz M, Candel-Arenas Mde L, Ruiz-Marín M, Peña-Ros E, Sánchez-Cifuentes A, Albarracín Marín-Blázquez A.",Cir Cir.  2014,PMID:25238468,25238468
Four-arm single docking full robotic surgery for low rectal cancer: technique standardization.,"Ramos JR, Parra-Davila E.",Rev Col Bras Cir.  2014,PMID:25140655,25140655
Should bypass or stoma creation be undertaken for unresectable stage IV colorectal carcinoma?,"Liang J, Church JM, Stocchi L, Fazio V, Kiran RP.",ANZ J Surg.  2014,PMID:23890342,23890342
Acrometastases.,"Mavrogenis AF, Mimidis G, Kokkalis ZT, Karampi ES, Karampela I, Papagelopoulos PJ, Armaganidis A.",Eur J Orthop Surg Traumatol.  2014,PMID:24013815,24013815
Standardized laparoscopic sphincter-preserving total mesorectal excision for rectal cancer: long-term oncologic outcome in 217 unselected consecutive patients.,"Asoglu O, Kunduz E, Rahmi Serin K, Işcan Y, Karanlik H, Bakir B, Yeğen G, Gulluoglu M, Oral EN, Kapran Y.",Surg Laparosc Endosc Percutan Tech.  2014,PMID:24686350,24686350
Emergency surgery for large bowel obstruction caused by cancer.,"Busić Z, Cupurdija K, Kolovrat M, Servis D, Amić F, Cavka M, Patrlj L, Nikolić I, Cavka V.",Coll Antropol.  2014,PMID:24851603,24851603
A painful finger as first sign of a malignancy.,"van Veenendaal LM, de Klerk G, van der Velde D.",Geriatr Orthop Surg Rehabil.  2014,PMID:24660095 | PMCID:PMC3962053,24660095
Impact of stereotactic body radiotherapy on colorectal cancer with distant metastases.,"Hiraki M, Nishimura J, Ohtsuka M, Shiomi H, Uemura M, Haraguchi N, Hata T, Hayashi T, Takemasa I, Mizushima T, Isohashi F, Yoshioka Y, Ogawa K, Doki Y, Mori M, Yamamoto H.",Oncol Rep.  2014,PMID:24284831,24284831
Refractory distal ulcerative colitis: is proctocolectomy always necessary?,"Carvello M, Montorsi M, Spinelli A.",Dig Dis.  2014,PMID:25531362,25531362
Oncological impact of laparoscopic lymphadenectomy with preservation of the left colic artery for advanced sigmoid and rectosigmoid colon cancer.,"Yamamoto M, Okuda J, Tanaka K, Ishii M, Hamamoto H, Uchiyama K.",Dig Surg.  2014,PMID:25592389,25592389
Prognostic impact of tumor location in stage IV colon cancer: a propensity score analysis in a multicenter study.,"Ishihara S, Nishikawa T, Tanaka T, Tanaka J, Kiyomatsu T, Kawai K, Hata K, Nozawa H, Kanazawa T, Kazama S, Yamaguchi H, Sunami E, Kitayama J, Hashiguchi Y, Sugihara K, Watanabe T.",Int J Surg.  2014,PMID:25091400,25091400
Laparoscopic versus open left colectomy in patients with sigmoid colon cancer: prospective cohort study with long-term follow-up.,"Desiderio J, Trastulli S, Ricci F, Penzo J, Cirocchi R, Farinacci F, Boselli C, Noya G, Redler A, Santoro A, Parisi A.",Int J Surg.  2014,PMID:24887011,24887011
Identification of anastomotic leakage after colorectal surgery using microdialysis of the peritoneal cavity.,"Daams F, Wu Z, Cakir H, Karsten TM, Lange JF.",Tech Coloproctol.  2014,PMID:23633240,23633240
Survival after resection of colorectal cancer based on anatomical segment of involvement.,"Bhangu A, Kiran RP, Slesser A, Fitzgerald JE, Brown G, Tekkis P.",Ann Surg Oncol.  2013,PMID:24046100,24046100
Management of malignant left colonic obstruction: is an initial temporary colostomy followed by surgical resection a better option?,"Chéreau N, Lefevre JH, Lefrancois M, Chafai N, Parc Y, Tiret E.",Colorectal Dis.  2013,PMID:23819886,23819886
A meta-analysis of endoscopic stenting as bridge to surgery versus emergency surgery for left-sided colorectal cancer obstruction.,"De Ceglie A, Filiberti R, Baron TH, Ceppi M, Conio M.",Crit Rev Oncol Hematol.  2013,PMID:23845505,23845505
The pull-through: back to the future.,"Prete F, Prete FP.",G Chir.  2013,PMID:24342154 | PMCID:PMC3926465,24342154
[Long-term survival of a case with advanced sigmoid colon cancer and Virchow's lymph node metastasis].,"Ando M, Fujiya K, Kamikozuru H, Ganno H, Amagasa H, Takeuchi S, Kawai Y, Fukuda A, Nagahama T, Ami K, Aoki N, Arai K, Tei S, Okada Y, Miura K.",Gan To Kagaku Ryoho.  2013,PMID:24394020,24394020
[Malignant small bowel ileus caused by local recurrence after colorectal cancer surgery].,"Tomita R, Fujisaki S, Sakurai K, Sugito K, Koshinaga T, Shibata M.",Gan To Kagaku Ryoho.  2013,PMID:24393973,24393973
Thymidylate synthase gene polymorphism and survival of colorectal cancer patients receiving adjuvant 5-fluorouracil.,"Sulzyc-Bielicka V, Bielicki D, Binczak-Kuleta A, Kaczmarczyk M, Pioch W, Machoy-Mokrzynska A, Ciechanowicz A, Gołębiewska M, Drozdzik M.",Genet Test Mol Biomarkers.  2013,PMID:23968134 | PMCID:PMC3816778,23968134
[A procedure to assist achievement of total mesorectal excision through the extending intersphincteric plane].,"Xu C, Song HY, Wu XB, Cai JH, Li JL.",Zhonghua Wai Ke Za Zhi.  2013,PMID:24444684,24444684
[Clinical analysis of 29 cases with neuroendocrine neoplasm in the digestive system].,"Liu Z, Li JQ, Tian DY, Yin XG, Zhang J, Liu G, Liang P, Bai YQ, Shen ZY, Hu X.",Zhonghua Wei Chang Wai Ke Za Zhi.  2013,PMID:24277406,24277406
Prognostic impact of deficient DNA mismatch repair in patients with stage III colon cancer from a randomized trial of FOLFOX-based adjuvant chemotherapy.,"Sinicrope FA, Mahoney MR, Smyrk TC, Thibodeau SN, Warren RS, Bertagnolli MM, Nelson GD, Goldberg RM, Sargent DJ, Alberts SR.",J Clin Oncol.  2013,PMID:24019539 | PMCID:PMC3789216,24019539
Changing prognosis of metastatic colorectal adenocarcinoma: Differential improvement by age and tumor location.,"Golan T, Urban D, Berger R, Lawrence YR.",Cancer.  2013,PMID:23720150,23720150
Colon and rectal cancer survival by tumor location and microsatellite instability: the Colon Cancer Family Registry.,"Phipps AI, Lindor NM, Jenkins MA, Baron JA, Win AK, Gallinger S, Gryfe R, Newcomb PA.",Dis Colon Rectum.  2013,PMID:23838861 | PMCID:PMC3708260,23838861
ANATOMICAL SITES OF COLORECTAL CANCER IN A SEMI-URBAN NIGERIAN HOSPITAL: IS THERE A TRUE RIGHTWARD SHIFT.,"Oribabor FO, Adebayo BO, Aladesanmi T, Akinola DO.",East Afr Med J.  2013,PMID:26866111,26866111
Incidence and predictors of bowel obstruction in elderly patients with stage IV colon cancer: a population-based cohort study.,"Winner M, Mooney SJ, Hershman DL, Feingold DL, Allendorf JD, Wright JD, Neugut AI.",JAMA Surg.  2013,PMID:23740130 | PMCID:PMC4507521,23740130
"[Gender-specific influences on incidence, screening, treatment, and outcome of colorectal cancer].","Grundmann RT, Meyer F.",Zentralbl Chir.  2013,PMID:23950079,23950079
"[Influence of mucinous and signet-ring cell differentiation on epidemiological, histological, molecular biological features, and outcome in patients with colorectal carcinoma].","Benedix F, Kuester D, Meyer F, Lippert H.",Zentralbl Chir.  2013,PMID:22274919,22274919
Clinico-pathological study of colorectal carcinoma.,"Thapa R, Lakhey M, Yadav PK.",JNMA J Nepal Med Assoc.  2013,PMID:24907948,24907948
PDR or ADR as a quality indicator for colonoscopy.,Leung FW.,Am J Gastroenterol.  2013,PMID:23735919,23735919
Diagnosis of colon cancer differs in younger versus older patients despite similar complaints.,"Ben-Ishay O, Brauner E, Peled Z, Othman A, Person B, Kluger Y.",Isr Med Assoc J.  2013,PMID:23882892,23882892
